iter	Passed	Remaining
337	584	1144
338	585	1141
339	586	1139
340	588	1136
341	589	1133
342	590	1130
343	591	1127
344	592	1125
345	593	1122
346	594	1119
347	595	1116
348	596	1113
349	597	1110
350	599	1107
351	600	1104
352	601	1102
353	602	1100
354	604	1097
355	605	1095
356	606	1092
357	607	1089
358	608	1086
359	609	1084
360	610	1081
361	612	1078
362	613	1075
363	614	1073
364	615	1070
365	616	1068
366	617	1065
367	619	1063
368	620	1060
369	621	1057
370	622	1055
371	623	1052
372	624	1049
373	625	1047
374	626	1044
375	627	1042
376	629	1039
377	630	1037
378	631	1034
379	632	1031
380	633	1029
381	634	1026
382	635	1024
383	636	1021
384	638	1019
385	639	1016
386	640	1014
387	641	1011
388	642	1008
389	643	1006
390	644	1003
391	645	1001
392	646	998
393	647	996
394	648	993
395	650	991
396	651	989
397	652	986
398	653	984
399	654	981
400	655	979
401	656	977
402	657	974
403	658	972
404	660	969
405	661	967
406	662	964
407	663	962
408	664	960
409	665	957
410	666	955
411	667	952
412	668	950
413	669	948
414	670	945
415	672	943
416	673	941
417	674	938
418	675	936
419	676	934
420	677	931
421	678	929
422	679	927
423	680	924
424	681	922
425	683	920
426	684	917
427	685	915
428	686	913
429	687	911
430	688	908
431	689	906
432	690	904
433	691	902
434	692	899
435	694	897
436	695	895
437	696	893
438	697	891
439	698	889
440	699	886
441	700	884
442	701	882
443	702	880
444	703	877
445	705	875
446	706	873
447	707	871
448	708	869
449	709	867
450	710	864
451	711	862
452	712	860
453	713	858
454	714	856
455	715	854
456	717	851
457	718	849
458	719	847
459	720	845
460	721	843
461	722	841
462	723	839
463	724	837
464	725	834
465	726	832
466	727	830
467	728	828
468	730	826
469	731	824
470	732	822
471	733	820
472	734	818
473	735	816
474	736	814
475	737	812
476	739	810
477	740	809
478	742	807
479	743	805
480	744	803
481	745	801
482	746	799
483	747	796
484	748	794
485	749	792
486	750	790
487	752	789
488	753	787
489	756	787
490	757	785
491	758	783
492	760	781
493	761	779
494	762	778
495	763	776
496	765	774
497	766	772
498	767	770
499	768	768
500	770	767
501	771	765
502	772	763
503	773	761
504	775	759
505	776	757
506	777	755
507	778	753
508	779	752
509	780	750
510	781	748
511	782	746
512	783	744
513	785	742
514	786	740
515	787	738
516	788	736
517	789	734
518	790	732
519	791	730
520	792	728
521	793	726
522	794	724
523	795	722
524	798	722
525	799	720
526	800	718
527	801	716
528	802	714
529	803	712
530	804	710
531	805	708
532	806	706
533	807	704
534	808	703
535	809	701
536	811	699
537	812	697
538	813	695
539	814	693
540	815	691
541	816	689
542	817	688
543	818	686
544	819	684
545	820	682
546	821	680
547	822	678
548	824	676
549	825	675
550	826	673
551	827	671
552	828	669
553	829	667
554	830	665
555	831	664
556	832	662
557	833	660
558	834	658
559	835	656
560	837	655
561	838	653
562	839	651
563	840	649
564	841	647
565	842	645
566	843	644
567	844	642
568	845	640
569	846	638
570	847	637
571	849	635
572	850	633
573	851	631
574	852	630
575	853	628
576	854	626
577	855	624
578	856	622
579	857	621
580	858	619
581	860	617
582	861	615
583	862	614
584	863	612
585	864	610
586	865	608
587	866	607
588	867	605
589	868	603
590	870	602
591	871	600
592	872	598
593	873	597
594	874	595
595	875	593
596	876	591
597	877	590
598	878	588
599	879	586
600	880	584
601	882	583
602	883	581
603	884	579
604	885	578
605	886	576
606	887	574
607	888	572
608	889	571
609	890	569
610	891	567
611	892	566
612	894	564
613	895	562
614	896	561
615	897	559
616	898	557
617	899	555
618	900	554
619	901	552
620	902	550
621	903	549
622	904	547
623	906	545
624	907	544
625	908	542
626	909	540
627	910	539
628	911	537
629	912	535
630	913	534
631	914	532
632	915	530
633	916	529
634	918	527
635	919	526
636	920	524
637	921	522
638	922	521
639	923	519
640	924	517
641	925	516
642	926	514
643	927	512
644	928	511
645	929	509
646	931	508
647	933	506
648	934	505
649	935	503
650	936	502
651	937	500
652	938	498
653	939	497
654	940	495
655	942	494
656	943	492
657	945	491
658	946	489
659	948	488
660	949	486
661	950	485
662	951	483
663	952	482
664	953	480
665	954	478
666	955	477
667	956	475
668	957	473
669	959	472
670	960	470
671	961	469
672	962	467
673	963	466
674	964	464
675	965	462
676	966	461
677	967	459
678	968	458
679	969	456
680	971	454
681	972	453
682	973	451
683	974	450
684	975	448
685	977	447
686	978	445
687	979	444
688	980	442
689	982	441
690	983	439
691	984	438
692	985	436
693	986	434
694	987	433
695	988	431
696	989	430
697	991	428
698	992	427
699	993	425
700	994	424
701	995	422
702	997	421
703	998	419
704	999	418
705	1000	416
706	1001	414
707	1003	413
708	1004	412
709	1005	410
710	1007	409
711	1008	407
712	1009	406
713	1010	404
714	1011	403
715	1012	401
716	1013	400
717	1014	398
718	1015	397
719	1017	395
720	1018	394
721	1019	392
722	1020	390
723	1021	389
724	1023	388
725	1024	386
726	1025	385
727	1026	383
728	1027	382
729	1029	380
730	1030	379
731	1031	377
732	1032	376
733	1033	374
734	1034	372
735	1035	371
736	1036	369
737	1038	368
738	1039	367
739	1040	365
740	1041	364
741	1042	362
742	1043	361
743	1044	359
744	1046	358
745	1047	356
746	1048	355
747	1049	353
748	1050	351
749	1051	350
750	1052	349
751	1054	347
752	1055	346
753	1056	344
754	1057	343
755	1058	341
756	1059	340
757	1060	338
758	1061	337
759	1063	335
760	1064	334
761	1065	332
762	1066	331
763	1067	329
764	1068	328
765	1070	326
766	1071	325
767	1072	323
768	1073	322
769	1074	320
770	1075	319
771	1076	317
772	1077	316
773	1078	314
774	1079	313
775	1080	312
776	1082	310
777	1083	309
778	1084	307
779	1085	306
780	1086	304
781	1087	303
782	1088	301
783	1090	300
784	1091	298
785	1092	297
786	1093	295
787	1094	294
788	1095	292
789	1096	291
790	1097	290
791	1098	288
792	1100	287
793	1101	285
794	1102	284
795	1103	282
796	1105	281
797	1106	280
798	1107	278
799	1108	277
800	1110	275
801	1111	274
802	1112	272
803	1113	271
804	1114	269
805	1115	268
806	1117	267
807	1118	265
808	1119	264
809	1120	262
810	1121	261
811	1122	259
812	1123	258
813	1124	256
814	1125	255
815	1126	254
816	1127	252
817	1129	251
818	1130	249
819	1131	248
820	1133	247
821	1134	245
822	1135	244
823	1137	242
824	1138	241
825	1139	239
826	1140	238
827	1141	237
828	1142	235
829	1144	234
830	1145	232
831	1146	231
832	1148	230
833	1149	228
834	1150	227
835	1151	225
836	1152	224
837	1153	223
838	1154	221
839	1155	220
840	1156	218
841	1158	217
842	1159	215
843	1160	214
844	1162	213
845	1163	211
846	1164	210
847	1166	209
848	1167	207
849	1168	206
850	1169	204
851	1170	203
852	1171	201
853	1172	200
854	1173	199
855	1174	197
856	1175	196
857	1178	195
858	1179	193
859	1181	192
860	1182	190
861	1183	189
862	1185	188
863	1186	186
864	1187	185
865	1188	183
866	1190	182
867	1191	181
868	1193	179
869	1195	178
870	1196	177
871	1197	175
872	1199	174
873	1200	173
874	1201	171
875	1202	170
876	1204	168
877	1205	167
878	1206	166
879	1208	164
880	1209	163
881	1211	162
882	1212	160
883	1214	159
884	1215	157
885	1216	156
886	1218	155
887	1219	153
888	1220	152
889	1221	151
890	1223	149
891	1225	148
892	1226	146
893	1227	145
894	1228	144
895	1229	142
896	1231	141
897	1232	139
898	1233	138
899	1235	137
900	1236	135
901	1237	134
902	1239	133
903	1240	131
904	1241	130
905	1243	128
906	1244	127
907	1245	126
908	1246	124
909	1249	123
910	1250	122
911	1252	120
912	1254	119
913	1257	118
914	1259	116
915	1260	115
916	1263	114
917	1265	113
918	1268	111
919	1272	110
920	1274	109
921	1276	108
922	1278	106
923	1280	105
924	1282	103
925	1284	102
926	1286	101
927	1288	99
928	1290	98
929	1292	97
930	1294	95
931	1296	94
932	1299	93
933	1304	92
934	1308	90
935	1316	89
936	1318	88
937	1320	87
938	1322	85
939	1323	84
940	1324	83
941	1326	81
942	1328	80
943	1330	78
944	1333	77
945	1335	76
946	1337	74
947	1339	73
948	1350	72
949	1352	71
950	1354	69
951	1357	68
952	1360	67
953	1362	65
954	1366	64
955	1368	62
956	1370	61
957	1371	60
958	1373	58
959	1376	57
960	1377	55
961	1380	54
962	1383	53
963	1384	51
964	1387	50
965	1389	48
966	1392	47
967	1394	46
968	1396	44
969	1397	43
970	1399	41
971	1400	40
972	1402	38
973	1404	37
974	1405	36
975	1407	34
976	1409	33
977	1412	31
978	1415	30
979	1416	28
980	1419	27
981	1421	26
982	1423	24
983	1425	23
984	1427	21
985	1428	20
986	1430	18
987	1431	17
988	1433	15
989	1434	14
990	1436	13
991	1437	11
992	1438	10
993	1440	8
994	1441	7
995	1442	5
996	1444	4
997	1445	2
998	1446	1
999	1448	0
